index,Package,Vulnerability,OS,Package_Version
1746,openssl,CVE-2019-1543,debian:9,1.1.0k-1~deb9u1
1747,openssl,CVE-2016-2106,debian:9,1.0.2h-1
1748,openssl,CVE-2016-7054,debian:9,1.1.0c-1
1749,openssl,CVE-2014-3569,debian:9,1.0.1k-1
1750,openssl,CVE-2016-6302,debian:9,1.0.2i-1
1751,openssl,CVE-2017-3732,debian:9,1.1.0d-1
1752,openssl,CVE-2003-0078,debian:9,0.9.7a-1
1753,openssl,CVE-2011-5095,debian:9,0.9.8a-1
1754,openssl,CVE-2014-3508,debian:9,1.0.1i-1
1755,openssl,CVE-2006-4339,debian:9,0.9.8b-3
1756,openssl,CVE-2015-7575,debian:9,1.0.1f-1
1757,openssl,CVE-2014-5139,debian:9,1.0.1i-1
1758,openssl,CVE-2005-2946,debian:9,0.9.8-1
1759,openssl,CVE-2012-2110,debian:9,1.0.1a-1
1760,openssl,CVE-2014-0198,debian:9,1.0.1g-4
1761,openssl,CVE-2014-3566,debian:9,1.0.1j-1
1762,openssl,CVE-2008-1672,debian:9,0.9.8g-10.1
1763,openssl,CVE-2003-0131,debian:9,0.9.7b-1
1764,openssl,CVE-2014-3567,debian:9,1.0.1j-1
1765,openssl,CVE-2016-2178,debian:9,1.0.2i-1
1766,openssl,CVE-2015-0292,debian:9,1.0.1h-1
1767,openssl,CVE-2014-3505,debian:9,1.0.1i-1
1768,openssl,CVE-2016-0705,debian:9,1.0.2g-1
1769,openssl,CVE-2015-0209,debian:9,1.0.1k-2
1770,openssl,CVE-2009-1386,debian:9,0.9.8k-1
1771,openssl,CVE-2006-2940,debian:9,0.9.8c-2
1772,openssl,CVE-2015-0287,debian:9,1.0.1k-2
1773,openssl,CVE-2011-4619,debian:9,1.0.0h-1
1774,openssl,CVE-2010-0740,debian:9,0.9.8n-1
1775,openssl,CVE-2018-0739,debian:9,1.1.0f-3+deb9u2
1776,openssl,CVE-2013-6449,debian:9,1.0.1e-5
1777,openssl,CVE-2015-1792,debian:9,1.0.2b-1
1778,openssl,CVE-2010-5298,debian:9,1.0.1g-3
1779,openssl,CVE-2016-7055,debian:9,1.1.0c-1
1780,openssl,CVE-2014-3570,debian:9,1.0.1k-1
1781,openssl,CVE-2015-0206,debian:9,1.0.1k-1
1782,openssl,CVE-2016-6304,debian:9,1.0.2i-1
1783,openssl,CVE-2007-3108,debian:9,0.9.8e-6
1784,openssl,CVE-2016-6303,debian:9,1.0.2i-1
1785,openssl,CVE-2008-5077,debian:9,0.9.8g-15
1786,openssl,CVE-2010-4180,debian:9,0.9.8o-4
1787,openssl,CVE-2002-0659,debian:9,0.9.6e-1
1788,openssl,CVE-2010-2939,debian:9,0.9.8o-2
1789,openssl,CVE-2013-0169,debian:9,1.0.1e-1
1790,openssl,CVE-2016-2109,debian:9,1.0.2h-1
1791,openssl,CVE-2009-3245,debian:9,0.9.8m-1
1792,openssl,CVE-2015-3195,debian:9,1.0.2e-1
1793,openssl,CVE-2017-3733,debian:9,1.1.0e-1
1794,openssl,CVE-2006-4343,debian:9,0.9.8c-2
1795,openssl,CVE-2018-0737,debian:9,1.1.0j-1~deb9u1
1796,openssl,CVE-2004-0081,debian:9,0.9.6d-1
1797,openssl,CVE-2012-0050,debian:9,1.0.0g-1
1798,openssl,CVE-2015-1794,debian:9,1.0.2e-1
1799,openssl,CVE-2016-6306,debian:9,1.0.2i-1
1800,openssl,CVE-2012-1165,debian:9,1.0.0h-1
1801,openssl,CVE-2008-7270,debian:9,0.9.8k-1
1802,openssl,CVE-2007-5135,debian:9,0.9.8e-9
1803,openssl,CVE-2015-0205,debian:9,1.0.1k-1
1804,openssl,CVE-2014-3509,debian:9,1.0.1i-1
1805,openssl,CVE-2018-0734,debian:9,1.1.0j-1~deb9u1
1806,openssl,CVE-2007-4995,debian:9,0.9.8f-1
1807,openssl,CVE-2014-3510,debian:9,1.0.1i-1
1808,openssl,CVE-2009-2409,debian:9,0.9.8k-4
1809,openssl,CVE-2016-0797,debian:9,1.0.2g-1
1810,openssl,CVE-2010-0742,debian:9,1.0.0e-1
1811,openssl,CVE-2015-1791,debian:9,1.0.2b-1
1812,openssl,CVE-2016-0704,debian:9,1.0.0c-2
1813,openssl,CVE-2009-1377,debian:9,0.9.8k-1
1814,openssl,CVE-2016-2177,debian:9,1.0.2i-1
1815,openssl,CVE-2017-3737,debian:9,1.1.0b-2
1816,openssl,CVE-2003-0147,debian:9,0.9.7b-1
1817,openssl,CVE-2002-0656,debian:9,0.9.6e-1
1818,openssl,CVE-2012-0884,debian:9,1.0.0h-1
1819,openssl,CVE-2004-0975,debian:9,0.9.7e-3
1820,openssl,CVE-2014-3571,debian:9,1.0.1k-1
1821,openssl,CVE-2015-0289,debian:9,1.0.1k-2
1822,openssl,CVE-2013-0166,debian:9,1.0.1e-1
1823,openssl,CVE-2009-5146,debian:9,0.9.8k-1
1824,openssl,CVE-2011-3207,debian:9,1.0.0e-1
1825,openssl,CVE-2014-0076,debian:9,1.0.1g-1
1826,openssl,CVE-2017-3730,debian:9,1.1.0d-1
1827,openssl,CVE-2013-4353,debian:9,1.0.1f-1
1828,openssl,CVE-2015-0286,debian:9,1.0.1k-2
1829,openssl,CVE-2015-4000,debian:9,1.0.2b-1
1830,openssl,CVE-2010-0928,debian:9,#MAXV#
1831,openssl,CVE-2019-1559,debian:9,1.1.0b-2
1832,openssl,CVE-2000-1254,debian:9,0.9.6-1
1833,openssl,CVE-2018-0733,debian:9,1.1.0f-3+deb9u2
1834,openssl,CVE-2009-1379,debian:9,0.9.8k-1
1835,openssl,CVE-2017-3738,debian:9,1.1.0f-3+deb9u2
1836,openssl,CVE-2016-0702,debian:9,1.0.2g-1
1837,openssl,CVE-2015-0204,debian:9,1.0.1k-1
1838,openssl,CVE-2012-2686,debian:9,1.0.1e-1
1839,openssl,CVE-2016-8610,debian:9,1.0.2j-1
1840,openssl,CVE-2015-1790,debian:9,1.0.2b-1
1841,openssl,CVE-2009-1387,debian:9,0.9.8k-2
1842,openssl,CVE-2016-7056,debian:9,1.0.2a-1
1843,openssl,CVE-2016-2105,debian:9,1.0.2h-1
1844,openssl,CVE-2012-4929,debian:9,1.0.1e-5
1845,openssl,CVE-2015-0288,debian:9,1.0.1k-2
1846,openssl,CVE-2004-0112,debian:9,0.9.7d-1
1847,openssl,CVE-2012-0027,debian:9,1.0.0f-1
1848,openssl,CVE-2011-4108,debian:9,1.0.0f-1
1849,openssl,CVE-2004-0079,debian:9,0.9.7d-1
1850,openssl,CVE-2014-0221,debian:9,1.0.1h-1
1851,openssl,CVE-2015-1788,debian:9,1.0.2b-1
1852,openssl,CVE-2014-3506,debian:9,1.0.1i-1
1853,openssl,CVE-2017-3735,debian:9,1.1.0f-3+deb9u1
1854,openssl,CVE-2009-1378,debian:9,0.9.8k-1
1855,openssl,CVE-2015-3197,debian:9,1.0.0c-2
1856,openssl,CVE-2011-4109,debian:9,1.0.0c-1
1857,openssl,CVE-2014-3568,debian:9,1.0.1j-1
1858,openssl,CVE-2014-3512,debian:9,1.0.1i-1
1859,openssl,CVE-2015-1793,debian:9,1.0.2d-1
1860,openssl,CVE-2011-3210,debian:9,1.0.0e-1
1861,openssl,CVE-2008-0166,debian:9,0.9.8g-9
1862,openssl,CVE-2011-4577,debian:9,1.0.0f-1
1863,openssl,CVE-2016-2107,debian:9,1.0.2h-1
1864,openssl,CVE-2018-0732,debian:9,1.1.0j-1~deb9u1
1865,openssl,CVE-2011-4354,debian:9,0.9.8o-4squeeze3
1866,openssl,CVE-2016-7052,debian:9,1.0.2j-1
1867,openssl,CVE-2017-3731,debian:9,1.1.0d-1
1868,openssl,CVE-2014-3507,debian:9,1.0.1i-1
1869,openssl,CVE-2009-0653,debian:9,0.9.8-1
1870,openssl,CVE-2014-3470,debian:9,1.0.1h-1
1871,openssl,CVE-2002-0657,debian:9,0.9.6e-1
1872,openssl,CVE-2014-3513,debian:9,1.0.1j-1
1873,openssl,CVE-2014-0195,debian:9,1.0.1h-1
1874,openssl,CVE-2015-1789,debian:9,1.0.2b-1
1875,openssl,CVE-2014-8176,debian:9,1.0.1h-1
1876,openssl,CVE-2002-1568,debian:9,0.9.6g-1
1877,openssl,CVE-2006-7250,debian:9,1.0.0h-1
1878,openssl,CVE-2016-2180,debian:9,1.0.2i-1
1879,openssl,CVE-2014-8275,debian:9,1.0.1k-1
1880,openssl,CVE-2014-0160,debian:9,1.0.1g-1
1881,openssl,CVE-2003-0544,debian:9,0.9.7c
1882,openssl,CVE-2006-3738,debian:9,0.9.8c-2
1883,openssl,CVE-2010-3864,debian:9,0.9.8o-3
1884,openssl,CVE-2018-0735,debian:9,1.1.0j-1~deb9u1
1885,openssl,CVE-2016-2842,debian:9,1.0.2g-1
1886,openssl,CVE-2016-0800,debian:9,1.0.0c-2
1887,openssl,CVE-2003-0543,debian:9,0.9.7c
1888,openssl,CVE-2015-3196,debian:9,1.0.2d-1
1889,openssl,CVE-2011-1945,debian:9,1.0.0e-1
1890,openssl,CVE-2014-3511,debian:9,1.0.1i-1
1891,openssl,CVE-2012-2333,debian:9,1.0.1c-1
1892,openssl,CVE-2017-3736,debian:9,1.1.0f-3+deb9u1
1893,openssl,CVE-2009-0590,debian:9,0.9.8g-16
1894,openssl,CVE-2016-2108,debian:9,1.0.2c-1
1895,openssl,CVE-2015-0293,debian:9,1.0.0c-2
1896,openssl,CVE-2016-0798,debian:9,1.0.2g-1
1897,openssl,CVE-2016-2181,debian:9,1.0.2i-1
1898,openssl,CVE-2015-3194,debian:9,1.0.2e-1
1899,openssl,CVE-2013-6450,debian:9,1.0.1e-5
1900,openssl,CVE-2011-4576,debian:9,1.0.0f-1
1901,openssl,CVE-2019-1563,debian:9,#MAXV#
1902,openssl,CVE-2019-1547,debian:9,#MAXV#
1903,openssl,CVE-2019-1547,debian:9,#MAXV#
1904,openssl,CVE-2019-1563,debian:9,#MAXV#
1905,openssl,CVE-2019-1563,debian:9,#MAXV#
1906,openssl,CVE-2019-1547,debian:9,#MAXV#
1907,openssl,CVE-2019-1547,debian:9,1.1.0l-1~deb9u1
1908,openssl,CVE-2019-1563,debian:9,1.1.0l-1~deb9u1
1909,openssl,CVE-2002-0656,debian:8,0.9.6e-1
1910,openssl,CVE-2015-1789,debian:8,1.0.1k-3+deb8u1
1911,openssl,CVE-2004-0975,debian:8,0.9.7e-3
1912,openssl,CVE-2012-2110,debian:8,1.0.1a-1
1913,openssl,CVE-2004-0112,debian:8,0.9.7d-1
1914,openssl,CVE-2015-0209,debian:8,1.0.1k-2
1915,openssl,CVE-2014-3509,debian:8,1.0.1i-1
1916,openssl,CVE-2016-6304,debian:8,1.0.1t-1+deb8u4
1917,openssl,CVE-2017-3735,debian:8,1.0.1t-1+deb8u7
1918,openssl,CVE-2014-8176,debian:8,1.0.1k-3+deb8u1
1919,openssl,CVE-2016-6306,debian:8,1.0.1t-1+deb8u4
1920,openssl,CVE-2011-1945,debian:8,1.0.0e-1
1921,openssl,CVE-2019-1559,debian:8,1.0.1t-1+deb8u11
1922,openssl,CVE-2014-0160,debian:8,1.0.1g-1
1923,openssl,CVE-2003-0545,debian:8,0.9.7c
1924,openssl,CVE-2014-3470,debian:8,1.0.1h-1
1925,openssl,CVE-2014-0221,debian:8,1.0.1h-1
1926,openssl,CVE-2009-0653,debian:8,0.9.8-1
1927,openssl,CVE-2000-1254,debian:8,0.9.6-1
1928,openssl,CVE-2009-0590,debian:8,0.9.8g-16
1929,openssl,CVE-2015-0293,debian:8,1.0.0c-2
1930,openssl,CVE-2018-5407,debian:8,1.0.1t-1+deb8u10
1931,openssl,CVE-2014-3572,debian:8,1.0.1k-1
1932,openssl,CVE-2014-3512,debian:8,1.0.1i-1
1933,openssl,CVE-2009-1378,debian:8,0.9.8k-1
1934,openssl,CVE-2008-0166,debian:8,0.9.8g-9
1935,openssl,CVE-2012-1165,debian:8,1.0.0h-1
1936,openssl,CVE-2015-3195,debian:8,1.0.1k-3+deb8u2
1937,openssl,CVE-2016-2842,debian:8,1.0.1k-3+deb8u4
1938,openssl,CVE-2016-2178,debian:8,1.0.1t-1+deb8u4
1939,openssl,CVE-2009-3555,debian:8,0.9.8k-6
1940,openssl,CVE-2010-2939,debian:8,0.9.8o-2
1941,openssl,CVE-2017-3731,debian:8,1.0.1t-1+deb8u6
1942,openssl,CVE-2015-3194,debian:8,1.0.1k-3+deb8u2
1943,openssl,CVE-2002-0655,debian:8,0.9.6e-1
1944,openssl,CVE-2016-2181,debian:8,1.0.1t-1+deb8u4
1945,openssl,CVE-2018-0737,debian:8,1.0.1t-1+deb8u9
1946,openssl,CVE-2016-0800,debian:8,1.0.0c-2
1947,openssl,CVE-2018-0735,debian:8,1.0.1t-1+deb8u10
1948,openssl,CVE-2011-5095,debian:8,0.9.8a-1
1949,openssl,CVE-2016-2105,debian:8,1.0.1k-3+deb8u5
1950,openssl,CVE-2004-0079,debian:8,0.9.7d-1
1951,openssl,CVE-2015-1791,debian:8,1.0.1k-3+deb8u1
1952,openssl,CVE-2014-8275,debian:8,1.0.1k-1
1953,openssl,CVE-2010-0928,debian:8,#MAXV#
1954,openssl,CVE-2012-4929,debian:8,1.0.1e-5
1955,openssl,CVE-2016-2109,debian:8,1.0.1k-3+deb8u5
1956,openssl,CVE-2010-0742,debian:8,1.0.0e-1
1957,openssl,CVE-2016-2108,debian:8,1.0.1k-3+deb8u5
1958,openssl,CVE-2009-2409,debian:8,0.9.8k-4
1959,openssl,CVE-2018-0734,debian:8,#MAXV#
1960,openssl,CVE-2009-1386,debian:8,0.9.8k-1
1961,openssl,CVE-2003-0543,debian:8,0.9.7c
1962,openssl,CVE-2015-0205,debian:8,1.0.1k-1
1963,openssl,CVE-2015-7575,debian:8,1.0.1f-1
1964,openssl,CVE-2016-2107,debian:8,1.0.1k-3+deb8u5
1965,openssl,CVE-2011-4576,debian:8,1.0.0f-1
1966,openssl,CVE-2016-2180,debian:8,1.0.1t-1+deb8u4
1967,openssl,CVE-2008-1672,debian:8,0.9.8g-10.1
1968,openssl,CVE-2009-1387,debian:8,0.9.8k-2
1969,openssl,CVE-2015-0206,debian:8,1.0.1k-1
1970,openssl,CVE-2016-2179,debian:8,1.0.1t-1+deb8u4
1971,openssl,CVE-2002-0659,debian:8,0.9.6e-1
1972,openssl,CVE-2014-0195,debian:8,1.0.1h-1
1973,openssl,CVE-2016-6302,debian:8,1.0.1t-1+deb8u4
1974,openssl,CVE-2010-5298,debian:8,1.0.1g-3
1975,openssl,CVE-2015-4000,debian:8,1.0.1k-3+deb8u1
1976,openssl,CVE-2009-4355,debian:8,0.9.8k-8
1977,openssl,CVE-2016-0704,debian:8,1.0.0c-2
1978,openssl,CVE-2007-3108,debian:8,0.9.8e-6
1979,openssl,CVE-2010-3864,debian:8,0.9.8o-3
1980,openssl,CVE-2016-7056,debian:8,1.0.1t-1+deb8u6
1981,openssl,CVE-2014-3570,debian:8,1.0.1k-1
1982,openssl,CVE-2012-0027,debian:8,1.0.0f-1
1983,openssl,CVE-2013-6449,debian:8,1.0.1e-5
1984,openssl,CVE-2009-1379,debian:8,0.9.8k-1
1985,openssl,CVE-2015-3196,debian:8,1.0.1k-3+deb8u2
1986,openssl,CVE-2004-0081,debian:8,0.9.6d-1
1987,openssl,CVE-2016-0798,debian:8,1.0.1k-3+deb8u4
1988,openssl,CVE-2011-4619,debian:8,1.0.0h-1
1989,openssl,CVE-2015-1788,debian:8,1.0.1k-3+deb8u1
1990,openssl,CVE-2016-0799,debian:8,1.0.1k-3+deb8u4
1991,openssl,CVE-2014-3569,debian:8,1.0.1k-1
1992,openssl,CVE-2018-0732,debian:8,1.0.1t-1+deb8u9
1993,openssl,CVE-2008-7270,debian:8,0.9.8k-1
1994,openssl,CVE-2019-1543,debian:8,#MAXV#
1995,openssl,CVE-2014-0198,debian:8,1.0.1g-4
1996,openssl,CVE-2005-2969,debian:8,0.9.8-3
1997,openssl,CVE-2016-6303,debian:8,1.0.1t-1+deb8u4
1998,openssl,CVE-2005-2946,debian:8,0.9.8-1
1999,openssl,CVE-2011-3207,debian:8,1.0.0e-1
2000,openssl,CVE-2015-3197,debian:8,1.0.0c-2
2001,openssl,CVE-2011-4577,debian:8,1.0.0f-1
2002,openssl,CVE-2002-0657,debian:8,0.9.6e-1
2003,openssl,CVE-2014-3507,debian:8,1.0.1i-1
2004,openssl,CVE-2016-0705,debian:8,1.0.1k-3+deb8u4
2005,openssl,CVE-2014-3505,debian:8,1.0.1i-1
2006,openssl,CVE-2013-6450,debian:8,1.0.1e-5
2007,openssl,CVE-2014-3513,debian:8,1.0.1j-1
2008,openssl,CVE-2014-5139,debian:8,1.0.1i-1
2009,openssl,CVE-2003-0147,debian:8,0.9.7b-1
2010,openssl,CVE-2016-2106,debian:8,1.0.1k-3+deb8u5
2011,openssl,CVE-2016-0702,debian:8,1.0.1k-3+deb8u4
2012,openssl,CVE-2010-0740,debian:8,0.9.8n-1
2013,openssl,CVE-2010-4180,debian:8,0.9.8o-4
2014,openssl,CVE-2014-3510,debian:8,1.0.1i-1
2015,openssl,CVE-2008-5077,debian:8,0.9.8g-15
2016,openssl,CVE-2015-1790,debian:8,1.0.1k-3+deb8u1
2017,openssl,CVE-2008-0891,debian:8,0.9.8g-10.1
2018,openssl,CVE-2009-5146,debian:8,0.9.8k-1
2019,openssl,CVE-2012-0050,debian:8,1.0.0g-1
2020,openssl,CVE-2009-3245,debian:8,0.9.8m-1
2021,openssl,CVE-2013-0166,debian:8,1.0.1e-1
2022,openssl,CVE-2014-3566,debian:8,1.0.1j-1
2023,openssl,CVE-2015-0289,debian:8,1.0.1k-2
2024,openssl,CVE-2014-3567,debian:8,1.0.1j-1
2025,openssl,CVE-2015-0286,debian:8,1.0.1k-2
2026,openssl,CVE-2006-2937,debian:8,0.9.8c-2
2027,openssl,CVE-2006-4343,debian:8,0.9.8c-2
2028,openssl,CVE-2003-0131,debian:8,0.9.7b-1
2029,openssl,CVE-2006-4339,debian:8,0.9.8b-3
2030,openssl,CVE-2006-7250,debian:8,1.0.0h-1
2031,openssl,CVE-2015-1792,debian:8,1.0.1k-3+deb8u1
2032,openssl,CVE-2018-0739,debian:8,1.0.1t-1+deb8u8
2033,openssl,CVE-2011-4108,debian:8,1.0.0f-1
2034,openssl,CVE-2015-0204,debian:8,1.0.1k-1
2035,openssl,CVE-2012-2333,debian:8,1.0.1c-1
2036,openssl,CVE-2014-3571,debian:8,1.0.1k-1
2037,openssl,CVE-2011-4109,debian:8,1.0.0c-1
2038,openssl,CVE-2007-4995,debian:8,0.9.8f-1
2039,openssl,CVE-2007-5135,debian:8,0.9.8e-9
2040,openssl,CVE-2014-3508,debian:8,1.0.1i-1
2041,openssl,CVE-2014-0076,debian:8,1.0.1g-1
2042,openssl,CVE-2016-2182,debian:8,1.0.1t-1+deb8u4
2043,openssl,CVE-2014-3511,debian:8,1.0.1i-1
2044,openssl,CVE-2011-0014,debian:8,0.9.8o-5
2045,openssl,CVE-2003-0544,debian:8,0.9.7c
2046,openssl,CVE-2015-0287,debian:8,1.0.1k-2
2047,openssl,CVE-2011-3210,debian:8,1.0.0e-1
2048,openssl,CVE-2013-4353,debian:8,1.0.1f-1
2049,openssl,CVE-2006-3738,debian:8,0.9.8c-2
2050,openssl,CVE-2012-0884,debian:8,1.0.0h-1
2051,openssl,CVE-2012-2686,debian:8,1.0.1e-1
2052,openssl,CVE-2013-0169,debian:8,1.0.1e-1
2053,openssl,CVE-2016-0797,debian:8,1.0.1k-3+deb8u4
2054,openssl,CVE-2007-6755,debian:8,#MAXV#
2055,openssl,CVE-2014-0224,debian:8,1.0.1h-1
2056,openssl,CVE-2016-2177,debian:8,1.0.1t-1+deb8u4
2057,openssl,CVE-2009-1377,debian:8,0.9.8k-1
2058,openssl,CVE-2011-4354,debian:8,0.9.8o-4squeeze3
2059,openssl,CVE-2002-1568,debian:8,0.9.6g-1
2060,openssl,CVE-2003-0078,debian:8,0.9.7a-1
2061,openssl,CVE-2016-8610,debian:8,1.0.1t-1+deb8u6
2062,openssl,CVE-2016-0703,debian:8,1.0.0c-2
2063,openssl,CVE-2015-0292,debian:8,1.0.1h-1
2064,openssl,CVE-2014-3506,debian:8,1.0.1i-1
2065,openssl,CVE-2015-0288,debian:8,1.0.1k-2
2066,openssl,CVE-2014-3568,debian:8,1.0.1j-1
2067,openssl,CVE-2006-2940,debian:8,0.9.8c-2
2068,openssl,CVE-2019-1563,debian:8,#MAXV#
2069,openssl,CVE-2019-1547,debian:8,#MAXV#
2070,openssl,CVE-2019-1547,debian:8,#MAXV#
2071,openssl,CVE-2019-1563,debian:8,#MAXV#
2072,openssl,CVE-2019-1563,debian:8,#MAXV#
2073,openssl,CVE-2019-1547,debian:8,#MAXV#
2074,openssl,CVE-2019-1547,debian:8,1.0.1t-1+deb8u12
2075,openssl,CVE-2019-1563,debian:8,1.0.1t-1+deb8u12
2076,openssl,CVE-2015-7575,debian:10,1.0.1f-1
2077,openssl,CVE-2015-1793,debian:10,1.0.2d-1
2078,openssl,CVE-2014-3512,debian:10,1.0.1i-1
2079,openssl,CVE-2016-2181,debian:10,1.0.2i-1
2080,openssl,CVE-2013-0166,debian:10,1.0.1e-1
2081,openssl,CVE-2017-3735,debian:10,1.1.0g-1
2082,openssl,CVE-2007-6755,debian:10,#MAXV#
2083,openssl,CVE-2011-4354,debian:10,0.9.8o-4squeeze3
2084,openssl,CVE-2016-0702,debian:10,1.0.2g-1
2085,openssl,CVE-2016-2108,debian:10,1.0.2c-1
2086,openssl,CVE-2010-4180,debian:10,0.9.8o-4
2087,openssl,CVE-2003-0545,debian:10,0.9.7c
2088,openssl,CVE-2006-4343,debian:10,0.9.8c-2
2089,openssl,CVE-2011-3210,debian:10,1.0.0e-1
2090,openssl,CVE-2017-3730,debian:10,1.1.0d-1
2091,openssl,CVE-2015-3196,debian:10,1.0.2d-1
2092,openssl,CVE-2014-8275,debian:10,1.0.1k-1
2093,openssl,CVE-2012-0884,debian:10,1.0.0h-1
2094,openssl,CVE-2009-0590,debian:10,0.9.8g-16
2095,openssl,CVE-2015-3197,debian:10,1.0.0c-2
2096,openssl,CVE-2016-2179,debian:10,1.0.2i-1
2097,openssl,CVE-2014-0160,debian:10,1.0.1g-1
2098,openssl,CVE-2016-0799,debian:10,1.0.2g-1
2099,openssl,CVE-2009-0653,debian:10,0.9.8-1
2100,openssl,CVE-2019-1543,debian:10,1.1.1c-1
2101,openssl,CVE-2014-3506,debian:10,1.0.1i-1
2102,openssl,CVE-2014-3509,debian:10,1.0.1i-1
2103,openssl,CVE-2010-5298,debian:10,1.0.1g-3
2104,openssl,CVE-2000-1254,debian:10,0.9.6-1
2105,openssl,CVE-2011-1945,debian:10,1.0.0e-1
2106,openssl,CVE-2015-1789,debian:10,1.0.2b-1
2107,openssl,CVE-2015-0288,debian:10,1.0.1k-2
2108,openssl,CVE-2009-1387,debian:10,0.9.8k-2
2109,openssl,CVE-2003-0131,debian:10,0.9.7b-1
2110,openssl,CVE-2008-0166,debian:10,0.9.8g-9
2111,openssl,CVE-2002-0657,debian:10,0.9.6e-1
2112,openssl,CVE-2014-3567,debian:10,1.0.1j-1
2113,openssl,CVE-2014-0221,debian:10,1.0.1h-1
2114,openssl,CVE-2016-0800,debian:10,1.0.0c-2
2115,openssl,CVE-2016-7053,debian:10,1.1.0c-1
2116,openssl,CVE-2016-6304,debian:10,1.0.2i-1
2117,openssl,CVE-2017-3732,debian:10,1.1.0d-1
2118,openssl,CVE-2011-4109,debian:10,1.0.0c-1
2119,openssl,CVE-2014-8176,debian:10,1.0.1h-1
2120,openssl,CVE-2006-4339,debian:10,0.9.8b-3
2121,openssl,CVE-2009-5146,debian:10,0.9.8k-1
2122,openssl,CVE-2003-0544,debian:10,0.9.7c
2123,openssl,CVE-2015-0204,debian:10,1.0.1k-1
2124,openssl,CVE-2017-3736,debian:10,1.1.0g-1
2125,openssl,CVE-2002-0659,debian:10,0.9.6e-1
2126,openssl,CVE-2015-3195,debian:10,1.0.2e-1
2127,openssl,CVE-2017-3731,debian:10,1.1.0d-1
2128,openssl,CVE-2014-5139,debian:10,1.0.1i-1
2129,openssl,CVE-2016-0701,debian:10,1.0.2f-2
2130,openssl,CVE-2016-0705,debian:10,1.0.2g-1
2131,openssl,CVE-2016-6306,debian:10,1.0.2i-1
2132,openssl,CVE-2010-0928,debian:10,#MAXV#
2133,openssl,CVE-2017-3733,debian:10,1.1.0e-1
2134,openssl,CVE-2015-0292,debian:10,1.0.1h-1
2135,openssl,CVE-2009-3555,debian:10,0.9.8k-6
2136,openssl,CVE-2009-1379,debian:10,0.9.8k-1
2137,openssl,CVE-2003-0078,debian:10,0.9.7a-1
2138,openssl,CVE-2015-1791,debian:10,1.0.2b-1
2139,openssl,CVE-2016-6303,debian:10,1.0.2i-1
2140,openssl,CVE-2004-0081,debian:10,0.9.6d-1
2141,openssl,CVE-2009-1377,debian:10,0.9.8k-1
2142,openssl,CVE-2017-3737,debian:10,1.1.0b-2
2143,openssl,CVE-2018-0733,debian:10,1.1.0h-1
2144,openssl,CVE-2014-3511,debian:10,1.0.1i-1
2145,openssl,CVE-2014-3571,debian:10,1.0.1k-1
2146,openssl,CVE-2016-0797,debian:10,1.0.2g-1
2147,openssl,CVE-2008-1672,debian:10,0.9.8g-10.1
2148,openssl,CVE-2015-1792,debian:10,1.0.2b-1
2149,openssl,CVE-2013-4353,debian:10,1.0.1f-1
2150,openssl,CVE-2009-3245,debian:10,0.9.8m-1
2151,openssl,CVE-2015-4000,debian:10,1.0.2b-1
2152,openssl,CVE-2016-2107,debian:10,1.0.2h-1
2153,openssl,CVE-2010-0742,debian:10,1.0.0e-1
2154,openssl,CVE-2011-0014,debian:10,0.9.8o-5
2155,openssl,CVE-2009-1378,debian:10,0.9.8k-1
2156,openssl,CVE-2015-0205,debian:10,1.0.1k-1
2157,openssl,CVE-2013-0169,debian:10,1.0.1e-1
2158,openssl,CVE-2004-0975,debian:10,0.9.7e-3
2159,openssl,CVE-2016-2105,debian:10,1.0.2h-1
2160,openssl,CVE-2016-0704,debian:10,1.0.0c-2
2161,openssl,CVE-2004-0079,debian:10,0.9.7d-1
2162,openssl,CVE-2015-0206,debian:10,1.0.1k-1
2163,openssl,CVE-2015-0287,debian:10,1.0.1k-2
2164,openssl,CVE-2014-3572,debian:10,1.0.1k-1
2165,openssl,CVE-2018-0734,debian:10,1.1.1a-1
2166,openssl,CVE-2016-2178,debian:10,1.0.2i-1
2167,openssl,CVE-2016-0798,debian:10,1.0.2g-1
2168,openssl,CVE-2010-0740,debian:10,0.9.8n-1
2169,openssl,CVE-2008-0891,debian:10,0.9.8g-10.1
2170,openssl,CVE-2016-7052,debian:10,1.0.2j-1
2171,openssl,CVE-2013-6449,debian:10,1.0.1e-5
2172,openssl,CVE-2015-0286,debian:10,1.0.1k-2
2173,openssl,CVE-2017-3738,debian:10,1.1.0h-1
2174,openssl,CVE-2016-2106,debian:10,1.0.2h-1
2175,openssl,CVE-2002-1568,debian:10,0.9.6g-1
2176,openssl,CVE-2003-0147,debian:10,0.9.7b-1
2177,openssl,CVE-2008-7270,debian:10,0.9.8k-1
2178,openssl,CVE-2018-0732,debian:10,1.1.1-1
2179,openssl,CVE-2014-3508,debian:10,1.0.1i-1
2180,openssl,CVE-2014-3505,debian:10,1.0.1i-1
2181,openssl,CVE-2003-0543,debian:10,0.9.7c
2182,openssl,CVE-2012-4929,debian:10,1.0.1e-5
2183,openssl,CVE-2016-2182,debian:10,1.0.2i-1
2184,openssl,CVE-2007-3108,debian:10,0.9.8e-6
2185,openssl,CVE-2014-3507,debian:10,1.0.1i-1
2186,openssl,CVE-2014-0224,debian:10,1.0.1h-1
