index,Package,Vulnerability,OS,Package_Version
3224,openssl,RHSA-2016:0301,centos:6,0:1.0.1e-42.el6_7.4
3225,openssl,RHSA-2015:1072,centos:6,0:1.0.1e-30.el6_6.9
3226,openssl,RHSA-2012:0059,centos:6,0:1.0.0-20.el6_2.1
3227,openssl,RHSA-2012:0699,centos:6,0:1.0.0-20.el6_2.5
3228,openssl,RHSA-2015:0066,centos:6,0:1.0.1e-30.el6_6.5
3229,openssl,RHSA-2014:1052,centos:6,0:1.0.1e-16.el6_5.15
3230,openssl,RHSA-2014:1652,centos:6,0:1.0.1e-30.el6_6.2
3231,openssl,RHSA-2012:0518,centos:6,0:1.0.0-20.el6_2.4
3232,openssl,RHSA-2014:0376,centos:6,0:1.0.1e-16.el6_5.7
3233,openssl,RHSA-2017:0286,centos:6,0:1.0.1e-48.el6_8.4
3234,openssl,RHSA-2015:1115,centos:6,0:1.0.1e-30.el6_6.11
3235,openssl,RHSA-2011:1409,centos:6,0:1.0.0-10.el6_1.5
3236,openssl,RHSA-2014:0625,centos:6,0:1.0.1e-16.el6_5.14
3237,openssl,RHSA-2019:2471,centos:6,0:1.0.1e-58.el6_10
3238,openssl,RHSA-2015:0715,centos:6,0:1.0.1e-30.el6_6.7
3239,openssl,RHSA-2013:0587,centos:6,0:1.0.0-27.el6_4.2
3240,openssl,RHSA-2016:0996,centos:6,0:1.0.1e-48.el6_8.1
3241,openssl,RHSA-2012:0426,centos:6,0:1.0.0-20.el6_2.3
3242,openssl,RHSA-2010:0888,centos:6,0:1.0.0-4.el6_0.1
3243,openssl,RHSA-2014:0015,centos:6,0:1.0.1e-16.el6_5.4
3244,openssl,RHSA-2015:2617,centos:6,0:1.0.1e-42.el6_7.1
3245,openssl,RHSA-2016:1940,centos:6,0:1.0.1e-48.el6_8.3
3246,openssl,RHSA-2011:0677,centos:6,0:1.0.0-10.el6
3247,node,CVE-2015-2927,debian:8,#MAXV#
3248,node,CVE-2003-0707,debian:8,0.3.2-1
3249,node,CVE-2003-0708,debian:8,0.3.2-1
3250,gnupg2,CVE-2008-1530,debian:9,2.0.9-1
3251,gnupg2,CVE-2006-3746,debian:9,1.9.20-2
3252,gnupg2,CVE-2007-1263,debian:9,2.0.3-1
3253,gnupg2,CVE-2006-6235,debian:9,2.0.0-5.2
3254,gnupg2,CVE-2005-2023,debian:9,1.9.15-1
3255,gnupg2,CVE-2013-4402,debian:9,2.0.22-1
3256,gnupg2,CVE-2018-9234,debian:9,#MAXV#
3257,gnupg2,CVE-2006-3082,debian:9,1.9.20-1.1
3258,gnupg2,CVE-2015-1606,debian:9,2.0.26-5
3259,gnupg2,CVE-2013-4351,debian:9,2.0.22-1
3260,gnupg2,CVE-2015-1607,debian:9,2.0.26-5
3261,gnupg2,CVE-2012-6085,debian:9,2.0.19-2
3262,gnupg2,CVE-2006-6169,debian:9,2.0.0-5.1
3263,gnupg2,CVE-2018-1000858,debian:9,#MAXV#
3264,gnupg2,CVE-2014-4617,debian:9,2.0.24-1
3265,gnupg2,CVE-2018-12020,debian:9,2.1.18-8~deb9u2
3266,gnupg2,CVE-2010-2547,debian:9,2.0.14-2
3267,gnupg2,CVE-2018-9234,debian:10,2.2.7-1
3268,gnupg2,CVE-2018-12020,debian:10,2.2.8-1
3269,gnupg2,CVE-2006-3082,debian:10,1.9.20-1.1
3270,gnupg2,CVE-2014-4617,debian:10,2.0.24-1
3271,gnupg2,CVE-2015-1606,debian:10,2.0.26-5
3272,gnupg2,CVE-2008-1530,debian:10,2.0.9-1
3273,gnupg2,CVE-2018-1000858,debian:10,2.2.12-1
3274,gnupg2,CVE-2013-4402,debian:10,2.0.22-1
3275,gnupg2,CVE-2010-2547,debian:10,2.0.14-2
3276,gnupg2,CVE-2012-6085,debian:10,2.0.19-2
3277,gnupg2,CVE-2015-1607,debian:10,2.0.26-5
3278,gnupg2,CVE-2006-6169,debian:10,2.0.0-5.1
3279,gnupg2,CVE-2006-6235,debian:10,2.0.0-5.2
3280,gnupg2,CVE-2013-4351,debian:10,2.0.22-1
3281,gnupg2,CVE-2007-1263,debian:10,2.0.3-1
3282,gnupg2,CVE-2006-3746,debian:10,1.9.20-2
3283,gnupg2,CVE-2005-2023,debian:10,1.9.15-1
3284,gnupg2,CVE-2010-2547,debian:unstable,2.0.14-2
3285,gnupg2,CVE-2014-4617,debian:unstable,2.0.24-1
3286,gnupg2,CVE-2006-6169,debian:unstable,2.0.0-5.1
3287,gnupg2,CVE-2007-1263,debian:unstable,2.0.3-1
3288,gnupg2,CVE-2012-6085,debian:unstable,2.0.19-2
3289,gnupg2,CVE-2015-1607,debian:unstable,2.0.26-5
3290,gnupg2,CVE-2018-1000858,debian:unstable,2.2.12-1
3291,gnupg2,CVE-2006-3746,debian:unstable,1.9.20-2
3292,gnupg2,CVE-2018-9234,debian:unstable,2.2.7-1
3293,gnupg2,CVE-2006-6235,debian:unstable,2.0.0-5.2
3294,gnupg2,CVE-2018-12020,debian:unstable,2.2.8-1
3295,gnupg2,CVE-2006-3082,debian:unstable,1.9.20-1.1
3296,gnupg2,CVE-2013-4402,debian:unstable,2.0.22-1
3297,gnupg2,CVE-2013-4351,debian:unstable,2.0.22-1
3298,gnupg2,CVE-2005-2023,debian:unstable,1.9.15-1
3299,gnupg2,CVE-2008-1530,debian:unstable,2.0.9-1
3300,gnupg2,CVE-2015-1606,debian:unstable,2.0.26-5
3301,gnupg2,CVE-2007-1263,debian:8,2.0.3-1
3302,gnupg2,CVE-2006-3082,debian:8,1.9.20-1.1
3303,gnupg2,CVE-2012-6085,debian:8,2.0.19-2
3304,gnupg2,CVE-2018-12020,debian:8,2.0.26-6+deb8u2
3305,gnupg2,CVE-2018-9234,debian:8,#MAXV#
3306,gnupg2,CVE-2006-6235,debian:8,2.0.0-5.2
3307,gnupg2,CVE-2013-4351,debian:8,2.0.22-1
3308,gnupg2,CVE-2014-4617,debian:8,2.0.24-1
3309,gnupg2,CVE-2006-3746,debian:8,1.9.20-2
3310,gnupg2,CVE-2005-2023,debian:8,1.9.15-1
3311,gnupg2,CVE-2015-1607,debian:8,2.0.26-5
3312,gnupg2,CVE-2013-4402,debian:8,2.0.22-1
3313,gnupg2,CVE-2008-1530,debian:8,2.0.9-1
3314,gnupg2,CVE-2006-6169,debian:8,2.0.0-5.1
3315,gnupg2,CVE-2015-1606,debian:8,2.0.26-5
3316,gnupg2,CVE-2010-2547,debian:8,2.0.14-2
3317,gnupg2,CVE-2012-6085,ubuntu:12.10,2.0.17-2ubuntu3.1
3318,gnupg2,CVE-2013-4402,ubuntu:12.10,2.0.17-2ubuntu3.2
3319,gnupg2,CVE-2013-4351,ubuntu:12.10,2.0.17-2ubuntu3.2
3320,gnupg2,CVE-2013-4351,ubuntu:12.04,2.0.17-2ubuntu2.12.04.3
3321,gnupg2,CVE-2015-1606,ubuntu:12.04,2.0.17-2ubuntu2.12.04.6
3322,gnupg2,CVE-2014-4617,ubuntu:12.04,2.0.17-2ubuntu2.12.04.4
3323,gnupg2,CVE-2012-6085,ubuntu:12.04,2.0.17-2ubuntu2.12.04.2
3324,gnupg2,CVE-2015-1607,ubuntu:12.04,2.0.17-2ubuntu2.12.04.6
3325,gnupg2,CVE-2013-4402,ubuntu:12.04,2.0.17-2ubuntu2.12.04.3
3326,gnupg2,CVE-2018-12020,ubuntu:14.04,2.0.22-3ubuntu1.4
3327,gnupg2,CVE-2015-1607,ubuntu:14.04,2.0.22-3ubuntu1.3
3328,gnupg2,CVE-2014-4617,ubuntu:14.04,2.0.22-3ubuntu1.1
3329,gnupg2,CVE-2015-1606,ubuntu:14.04,2.0.22-3ubuntu1.3
3330,gnupg2,CVE-2013-4402,ubuntu:13.04,2.0.19-2ubuntu1.1
3331,gnupg2,CVE-2013-4351,ubuntu:13.04,2.0.19-2ubuntu1.1
3332,gnupg2,CVE-2018-1000858,ubuntu:18.10,2.2.8-3ubuntu1.1
3333,gnupg2,CVE-2018-12020,ubuntu:18.10,2.2.8-1ubuntu1
3334,gnupg2,CVE-2018-12020,ubuntu:18.04,2.2.4-1ubuntu1.1
3335,gnupg2,CVE-2018-1000858,ubuntu:18.04,2.2.4-1ubuntu1.2
3336,gnupg2,CVE-2019-13050,ubuntu:18.04,#MAXV#
3337,gnupg2,CVE-2018-9234,ubuntu:18.04,2.2.4-1ubuntu1.1
3338,gnupg2,CVE-2015-1607,ubuntu:14.10,2.0.24-1ubuntu2.2
3339,gnupg2,CVE-2015-1606,ubuntu:14.10,2.0.24-1ubuntu2.2
3340,gnupg2,CVE-2019-13050,ubuntu:16.04,#MAXV#
3341,gnupg2,CVE-2018-12020,ubuntu:16.04,2.1.11-6ubuntu2.1
3342,gnupg2,CVE-2018-12020,ubuntu:17.10,2.1.15-1ubuntu8.1
3343,gnupg2,ELSA-2018-2181,oracle:7,0:2.0.22-5.el7_5
3344,gnupg2,ELSA-2013-1459,oracle:5,0:2.0.10-6.el5_10
3345,gnupg2,ELSA-2010-0603,oracle:5,0:2.0.10-3.el5_5.1
3346,gnupg2,ELSA-2018-2180,oracle:6,0:2.0.14-9.el6_10
3347,gnupg2,ELSA-2013-1459,oracle:6,0:2.0.14-6.el6_4
3348,gnupg2,RHSA-2018:2180,centos:6,0:2.0.14-9.el6_10
3349,gnupg2,RHSA-2013:1459,centos:6,0:2.0.14-6.el6_4
3350,gnupg2,RHSA-2013:1459,centos:5,0:2.0.10-6.el5_10
3351,gnupg2,RHSA-2010:0603,centos:5,0:2.0.10-3.el5_5.1
3352,gnupg2,RHSA-2018:2181,centos:7,0:2.0.22-5.el7_5
3353,ca-certificates,ELSA-2011-1248,oracle:6,0:2010.63-3.el6_1.5
3354,ca-certificates,ELSA-2013-1866,oracle:6,0:2013.1.95-65.1.el6_5
3355,ca-certificates,RHSA-2013:1866,centos:6,0:2013.1.95-65.1.el6_5
3356,ca-certificates,RHSA-2011:1248,centos:6,0:2010.63-3.el6_1.5
3357,python-httplib2,CVE-2013-2037,debian:unstable,0.8-2
3358,python-httplib2,CVE-2013-2037,debian:8,0.8-2
3359,python-httplib2,CVE-2013-2037,debian:10,0.8-2
3360,python-httplib2,CVE-2013-2037,debian:9,0.8-2
3361,python-httplib2,CVE-2013-2037,ubuntu:12.10,0.7.4-2ubuntu0.1
3362,python-httplib2,CVE-2013-2037,ubuntu:12.04,0.7.2-1ubuntu2.1
3363,python-httplib2,CVE-2013-2037,ubuntu:13.04,0.7.7-1ubuntu0.1
3364,git,CVE-2018-17456,alpine:v3.7,2.15.3-r0
3365,git,CVE-2017-1000117,alpine:v3.7,2.14.1-r0
3366,git,CVE-2018-19486,alpine:v3.7,2.15.r-r1
3367,git,CVE-2018-11235,alpine:v3.7,2.15.2-r0
3368,git,CVE-2018-11233,alpine:v3.7,2.15.2-r0
3369,git,CVE-2017-1000117,alpine:v3.9,2.14.1
3370,git,CVE-2018-17456,alpine:v3.9,2.19.1
3371,git,CVE-2018-11235,alpine:v3.9,2.17.1
3372,git,CVE-2018-11233,alpine:v3.9,2.17.1
3373,git,CVE-2018-19486,alpine:v3.8,2.18.1-r1
3374,git,CVE-2018-17456,alpine:v3.8,2.18.1-r0
3375,git,CVE-2018-11235,alpine:v3.8,2.17.1-r0
3376,git,CVE-2018-11233,alpine:v3.8,2.17.1-r0
3377,git,CVE-2017-1000117,alpine:v3.8,2.14.1-r0
3378,git,CVE-2018-11233,alpine:v3.6,2.13.7
3379,git,CVE-2018-19486,alpine:v3.6,2.13.7-r2
3380,git,CVE-2017-1000117,alpine:v3.6,2.13.5
3381,git,CVE-2018-17456,alpine:v3.6,2.13.7-r1
3382,git,CVE-2018-11235,alpine:v3.6,2.13.7
3383,git,CVE-2018-17456,alpine:v3.10,2.19.1
3384,git,CVE-2017-1000117,alpine:v3.10,2.14.1
3385,git,CVE-2018-11235,alpine:v3.10,2.17.1
3386,git,CVE-2018-11233,alpine:v3.10,2.17.1
3387,git,CVE-2017-8386,alpine:v3.3,2.6.7-r0
3388,git,CVE-2017-1000117,alpine:v3.3,2.8.6-r0
3389,git,CVE-2018-11235,alpine:v3.5,2.11.3-r1
3390,git,CVE-2017-1000117,alpine:v3.5,2.11.3-r0
3391,git,CVE-2018-17456,alpine:v3.5,2.11.3-r2
3392,git,CVE-2018-11233,alpine:v3.5,2.11.3-r1
3393,git,CVE-2017-1000117,alpine:v3.4,2.8.6
3394,git,CVE-2014-9390,debian:10,1:2.1.4-1
3395,git,CVE-2010-3906,debian:10,1:1.7.2.3-2.2
3396,git,CVE-2017-1000117,debian:10,1:2.14.1-1
3397,git,CVE-2018-19486,debian:10,1:2.19.2-1
3398,git,CVE-2018-11233,debian:10,1:2.17.1-1
3399,git,CVE-2017-8386,debian:10,1:2.11.0-3
3400,git,CVE-2017-15298,debian:10,#MAXV#
3401,git,CVE-2017-14867,debian:10,1:2.14.2-1
3402,git,CVE-2015-7545,debian:10,1:2.6.1-1
3403,git,CVE-2016-2324,debian:10,1:2.8.0~rc3-1
3404,git,CVE-2018-17456,debian:10,1:2.19.1-1
3405,git,CVE-2018-11235,debian:10,1:2.17.1-1
3406,git,CVE-2018-1000021,debian:10,#MAXV#
3407,git,CVE-2016-2315,debian:10,1:2.7.0-1
3408,git,CVE-2014-9938,debian:10,1:2.0.0~rc2-1
3409,git,CVE-2017-14867,debian:8,1:2.1.4-2.1+deb8u5
3410,git,CVE-2017-15298,debian:8,#MAXV#
3411,git,CVE-2016-2315,debian:8,1:2.1.4-2.1+deb8u2
3412,git,CVE-2016-2324,debian:8,1:2.1.4-2.1+deb8u2
3413,git,CVE-2014-9938,debian:8,1:2.0.0~rc2-1
3414,git,CVE-2018-1000021,debian:8,#MAXV#
3415,git,CVE-2015-7545,debian:8,1:2.1.4-2.1+deb8u1
3416,git,CVE-2018-11233,debian:8,1:2.1.4-2.1+deb8u6
3417,git,CVE-2014-9390,debian:8,1:2.1.4-1
3418,git,CVE-2018-11235,debian:8,1:2.1.4-2.1+deb8u6
3419,git,CVE-2018-17456,debian:8,1:2.1.4-2.1+deb8u7
3420,git,CVE-2017-1000117,debian:8,1:2.1.4-2.1+deb8u4
3421,git,CVE-2017-8386,debian:8,1:2.1.4-2.1+deb8u3
3422,git,CVE-2010-3906,debian:8,1:1.7.2.3-2.2
3423,git,CVE-2015-7545,debian:unstable,1:2.6.1-1
3424,git,CVE-2018-17456,debian:unstable,1:2.19.1-1
3425,git,CVE-2017-15298,debian:unstable,#MAXV#
3426,git,CVE-2017-14867,debian:unstable,1:2.14.2-1
3427,git,CVE-2016-2315,debian:unstable,1:2.7.0-1
3428,git,CVE-2018-1000021,debian:unstable,#MAXV#
3429,git,CVE-2016-2324,debian:unstable,1:2.8.0~rc3-1
3430,git,CVE-2014-9390,debian:unstable,1:2.1.4-1
3431,git,CVE-2017-1000117,debian:unstable,1:2.14.1-1
3432,git,CVE-2018-11233,debian:unstable,1:2.17.1-1
3433,git,CVE-2017-8386,debian:unstable,1:2.11.0-3
3434,git,CVE-2010-3906,debian:unstable,1:1.7.2.3-2.2
3435,git,CVE-2018-19486,debian:unstable,1:2.19.2-1
3436,git,CVE-2018-11235,debian:unstable,1:2.17.1-1
3437,git,CVE-2014-9938,debian:unstable,1:2.0.0~rc2-1
3438,git,CVE-2017-1000117,debian:9,1:2.11.0-3+deb9u1
3439,git,CVE-2017-15298,debian:9,#MAXV#
3440,git,CVE-2017-14867,debian:9,1:2.11.0-3+deb9u2
3441,git,CVE-2016-2324,debian:9,1:2.8.0~rc3-1
3442,git,CVE-2018-1000021,debian:9,#MAXV#
3443,git,CVE-2018-11233,debian:9,1:2.11.0-3+deb9u3
3444,git,CVE-2018-11235,debian:9,1:2.11.0-3+deb9u3
3445,git,CVE-2018-17456,debian:9,1:2.11.0-3+deb9u4
3446,git,CVE-2015-7545,debian:9,1:2.6.1-1
3447,git,CVE-2014-9390,debian:9,1:2.1.4-1
3448,git,CVE-2016-2315,debian:9,1:2.7.0-1
3449,git,CVE-2014-9938,debian:9,1:2.0.0~rc2-1
3450,git,CVE-2017-8386,debian:9,1:2.11.0-3
3451,git,CVE-2010-3906,debian:9,1:1.7.2.3-2.2
3452,git,CVE-2014-9390,ubuntu:16.10,1:2.1.4-2
3453,git,CVE-2017-8386,ubuntu:16.10,1:2.9.3-1ubuntu0.1
3454,git,CVE-2014-9390,ubuntu:17.04,1:2.1.4-2
3455,git,CVE-2017-1000117,ubuntu:17.04,1:2.11.0-2ubuntu0.2
3456,git,CVE-2017-8386,ubuntu:17.04,1:2.11.0-2ubuntu0.1
3457,git,CVE-2017-14867,ubuntu:17.04,1:2.11.0-2ubuntu0.3
3458,git,CVE-2018-17456,ubuntu:16.04,1:2.7.4-0ubuntu1.5
3459,git,CVE-2014-9390,ubuntu:16.04,1:2.1.4-2
3460,git,CVE-2018-11233,ubuntu:16.04,1:2.7.4-0ubuntu1.4
3461,git,CVE-2018-11235,ubuntu:16.04,1:2.7.4-0ubuntu1.4
3462,git,CVE-2017-14867,ubuntu:16.04,1:2.7.4-0ubuntu1.3
3463,git,CVE-2018-1000021,ubuntu:16.04,#MAXV#
3464,git,CVE-2017-8386,ubuntu:16.04,1:2.7.4-0ubuntu1.1
3465,git,CVE-2017-15298,ubuntu:16.04,1:2.7.4-0ubuntu1.6
3466,git,CVE-2017-1000117,ubuntu:16.04,1:2.7.4-0ubuntu1.2
3467,git,CVE-2017-1000117,ubuntu:14.04,1:1.9.1-1ubuntu0.6
3468,git,CVE-2014-9390,ubuntu:14.04,1:1.9.1-1ubuntu0.1
3469,git,CVE-2015-7545,ubuntu:14.04,1:1.9.1-1ubuntu0.2
3470,git,CVE-2017-14867,ubuntu:14.04,1:1.9.1-1ubuntu0.7
3471,git,CVE-2018-11235,ubuntu:14.04,1:1.9.1-1ubuntu0.8
3472,git,CVE-2016-2315,ubuntu:14.04,1:1.9.1-1ubuntu0.3
3473,git,CVE-2018-11233,ubuntu:14.04,1:1.9.1-1ubuntu0.8
3474,git,CVE-2014-9938,ubuntu:14.04,1:1.9.1-1ubuntu0.4
3475,git,CVE-2017-8386,ubuntu:14.04,1:1.9.1-1ubuntu0.5
3476,git,CVE-2017-15298,ubuntu:14.04,1:1.9.1-1ubuntu0.10
3477,git,CVE-2018-17456,ubuntu:14.04,1:1.9.1-1ubuntu0.9
3478,git,CVE-2016-2324,ubuntu:14.04,1:1.9.1-1ubuntu0.3
3479,git,CVE-2014-9390,ubuntu:18.10,1:2.1.4-2
3480,git,CVE-2018-19486,ubuntu:18.10,1:2.19.1-1ubuntu1.1
3481,git,CVE-2018-11235,ubuntu:17.10,1:2.14.1-1ubuntu4.1
3482,git,CVE-2018-11233,ubuntu:17.10,1:2.14.1-1ubuntu4.1
3483,git,CVE-2014-9390,ubuntu:17.10,1:2.1.4-2
3484,git,CVE-2014-9390,ubuntu:15.10,1:2.1.4-2
3485,git,CVE-2016-2315,ubuntu:15.10,1:2.5.0-1ubuntu0.2
3486,git,CVE-2016-2324,ubuntu:15.10,1:2.5.0-1ubuntu0.2
3487,git,CVE-2015-7545,ubuntu:15.10,1:2.5.0-1ubuntu0.1
3488,git,CVE-2018-1000021,ubuntu:18.04,#MAXV#
3489,git,CVE-2018-17456,ubuntu:18.04,1:2.17.1-1ubuntu0.3
3490,git,CVE-2014-9390,ubuntu:18.04,1:2.1.4-2
3491,git,CVE-2018-19486,ubuntu:18.04,1:2.17.1-1ubuntu0.4
3492,git,CVE-2018-11233,ubuntu:18.04,1:2.17.1-1ubuntu0.1
3493,git,CVE-2018-11235,ubuntu:18.04,1:2.17.1-1ubuntu0.1
3494,git,CVE-2016-2315,ubuntu:12.04,1:1.7.9.5-1ubuntu0.3
3495,git,CVE-2015-7545,ubuntu:12.04,1:1.7.9.5-1ubuntu0.2
3496,git,CVE-2014-9390,ubuntu:12.04,1:1.7.9.5-1ubuntu0.1
3497,git,CVE-2016-2324,ubuntu:12.04,1:1.7.9.5-1ubuntu0.3
3498,git,CVE-2014-9390,ubuntu:15.04,1:2.1.4-2
3499,git,CVE-2015-7545,ubuntu:15.04,1:2.1.4-2.1ubuntu0.1
3500,git,CVE-2014-9390,ubuntu:14.10,1:2.1.0-1ubuntu0.1
3501,git,ELSA-2017-2485,oracle:6,0:1.7.1-9.el6_9
3502,git,ELSA-2013-0589,oracle:6,0:1.7.1-3.el6_4.1
3503,git,ELSA-2010-1003,oracle:6,0:1.7.1-2.el6_0.1
3504,git,ELSA-2016-0496,oracle:6,0:1.7.1-4.el6_7.1
3505,git,ELSA-2018-3408,oracle:7,0:1.8.3.1-20.el7
3506,git,ELSA-2017-2484,oracle:7,0:1.8.3.1-12.el7_4
3507,git,ELSA-2018-1957,oracle:7,0:1.8.3.1-14.el7_5
3508,git,ELSA-2017-2004,oracle:7,0:1.8.3.1-11.el7
3509,git,ELSA-2015-2561,oracle:7,0:1.8.3.1-6.el7
3510,git,ELSA-2016-0496,oracle:7,0:1.8.3.1-6.el7_2.1
3511,git,RHSA-2015:2561,centos:7,0:1.8.3.1-6.el7
3512,git,RHSA-2018:1957,centos:7,0:1.8.3.1-14.el7_5
3513,git,RHSA-2016:0496,centos:7,0:1.8.3.1-6.el7_2.1
3514,git,RHSA-2017:2004,centos:7,0:1.8.3.1-11.el7
3515,git,RHSA-2018:3408,centos:7,0:1.8.3.1-20.el7
3516,git,RHSA-2017:2484,centos:7,0:1.8.3.1-12.el7_4
3517,git,RHSA-2016:0496,centos:6,0:1.7.1-4.el6_7.1
3518,git,RHSA-2017:2485,centos:6,0:1.7.1-9.el6_9
3519,git,RHSA-2013:0589,centos:6,0:1.7.1-3.el6_4.1
3520,git,RHSA-2010:1003,centos:6,0:1.7.1-2.el6_0.1
3521,binutils,CVE-2018-20002,alpine:v3.10,2.32-r0
3522,binutils,CVE-2018-19931,alpine:v3.10,2.32-r0
3523,binutils,CVE-2018-20712,alpine:v3.10,2.32-r0
3524,binutils,CVE-2017-7614,alpine:v3.10,2.28-r1
3525,binutils,CVE-2018-19932,alpine:v3.10,2.32-r0
3526,binutils,CVE-2017-7614,alpine:v3.7,2.28-r1
3527,binutils,CVE-2017-7614,alpine:v3.5,2.27-r1
3528,binutils,CVE-2017-7614,alpine:v3.6,2.28-r1
3529,binutils,CVE-2017-9038,alpine:v3.6,2.28-r3
3530,binutils,CVE-2017-7614,alpine:v3.9,2.28-r1
3531,binutils,CVE-2017-7614,alpine:v3.8,2.28-r1
3532,binutils,CVE-2017-7614,alpine:v3.4,2.26-r1
3533,binutils,CVE-2018-10372,debian:9,#MAXV#
3534,binutils,CVE-2017-15022,debian:9,#MAXV#
3535,binutils,CVE-2019-12972,debian:9,#MAXV#
3536,binutils,CVE-2017-14974,debian:9,#MAXV#
3537,binutils,CVE-2018-8945,debian:9,#MAXV#
3538,binutils,CVE-2018-17794,debian:9,#MAXV#
3539,binutils,CVE-2018-18606,debian:9,#MAXV#
3540,binutils,CVE-2017-17124,debian:9,#MAXV#
3541,binutils,CVE-2017-9955,debian:9,#MAXV#
3542,binutils,CVE-2014-8504,debian:9,2.24.90.20141104-1
3543,binutils,CVE-2019-9070,debian:9,#MAXV#
3544,binutils,CVE-2019-14444,debian:9,#MAXV#
3545,binutils,CVE-2018-18700,debian:9,#MAXV#
3546,binutils,CVE-2018-7643,debian:9,#MAXV#
3547,binutils,CVE-2017-14938,debian:9,#MAXV#
3548,binutils,CVE-2014-9939,debian:9,2.25.90.20151125-1
3549,binutils,CVE-2018-20002,debian:9,#MAXV#
3550,binutils,CVE-2016-4490,debian:9,2.27.51.20161102-1
3551,binutils,CVE-2017-7304,debian:9,2.27.51.20161212-1
3552,binutils,CVE-2017-12450,debian:9,#MAXV#
3553,binutils,CVE-2017-9743,debian:9,#MAXV#
3554,binutils,CVE-2018-17358,debian:9,#MAXV#
3555,binutils,CVE-2017-12449,debian:9,#MAXV#
3556,binutils,CVE-2019-1010204,debian:9,#MAXV#
3557,binutils,CVE-2018-1000876,debian:9,#MAXV#
3558,binutils,CVE-2016-4488,debian:9,2.27.51.20161102-1
3559,binutils,CVE-2017-12456,debian:9,#MAXV#
3560,binutils,CVE-2018-12697,debian:9,#MAXV#
3561,binutils,CVE-2017-17121,debian:9,#MAXV#
3562,binutils,CVE-2018-17359,debian:9,#MAXV#
3563,binutils,CVE-2016-4489,debian:9,2.27.51.20161102-1
3564,binutils,CVE-2018-18605,debian:9,#MAXV#
3565,binutils,CVE-2019-1010180,debian:9,#MAXV#
3566,binutils,CVE-2019-9073,debian:9,#MAXV#
3567,binutils,CVE-2017-16830,debian:9,#MAXV#
3568,binutils,CVE-2014-8502,debian:9,2.24.90.20141104-1
3569,binutils,CVE-2016-4491,debian:9,2.28-3
3570,binutils,CVE-2017-13757,debian:9,#MAXV#
3571,binutils,CVE-2017-14130,debian:9,#MAXV#
3572,binutils,CVE-2017-6966,debian:9,2.28-3
3573,binutils,CVE-2017-14129,debian:9,#MAXV#
3574,binutils,CVE-2019-9077,debian:9,#MAXV#
3575,binutils,CVE-2017-9748,debian:9,#MAXV#
3576,binutils,CVE-2018-6543,debian:9,#MAXV#
3577,binutils,CVE-2014-8484,debian:9,2.24.51.20140903-1
3578,binutils,CVE-2017-7227,debian:9,2.27.51.20161212-1
3579,binutils,CVE-2017-14932,debian:9,#MAXV#
3580,binutils,CVE-2017-14745,debian:9,#MAXV#
3581,binutils,CVE-2017-15020,debian:9,#MAXV#
3582,binutils,CVE-2017-9042,debian:9,#MAXV#
3583,binutils,CVE-2016-4492,debian:9,2.27.51.20161102-1
3584,binutils,CVE-2017-14939,debian:9,#MAXV#
3585,binutils,CVE-2014-8738,debian:9,2.24.90.20141124-1
3586,binutils,CVE-2017-8393,debian:9,2.28-5
3587,binutils,CVE-2017-9753,debian:9,#MAXV#
3588,binutils,CVE-2014-8503,debian:9,2.24.90.20141104-1
3589,binutils,CVE-2017-17123,debian:9,#MAXV#
3590,binutils,CVE-2017-9756,debian:9,#MAXV#
3591,binutils,CVE-2017-6965,debian:9,2.28-3
3592,binutils,CVE-2017-7299,debian:9,2.27.51.20161220-1
3593,binutils,CVE-2018-9138,debian:9,#MAXV#
3594,binutils,CVE-2017-17122,debian:9,#MAXV#
3595,binutils,CVE-2017-8398,debian:9,2.28-5
3596,binutils,CVE-2017-9755,debian:9,#MAXV#
3597,binutils,CVE-2018-7208,debian:9,#MAXV#
3598,binutils,CVE-2016-4493,debian:9,2.27.51.20161102-1
3599,binutils,CVE-2018-7568,debian:9,#MAXV#
3600,binutils,CVE-2018-7642,debian:9,#MAXV#
3601,binutils,CVE-2019-9074,debian:9,#MAXV#
3602,binutils,CVE-2017-17125,debian:9,#MAXV#
3603,binutils,CVE-2018-12698,debian:9,#MAXV#
3604,binutils,CVE-2018-12699,debian:9,#MAXV#
3605,binutils,CVE-2017-7226,debian:9,2.27.51.20161212-1
3606,binutils,CVE-2014-8485,debian:9,2.24.90.20141104-1
3607,binutils,CVE-2017-8396,debian:9,2.28-5
3608,binutils,CVE-2018-20671,debian:9,#MAXV#
3609,binutils,CVE-2017-16828,debian:9,#MAXV#
3610,binutils,CVE-2014-8737,debian:9,2.24.90.20141124-1
3611,binutils,CVE-2017-7302,debian:9,2.27.51.20161212-1
3612,binutils,CVE-2017-14128,debian:9,#MAXV#
3613,binutils,CVE-2017-7301,debian:9,2.27.51.20161212-1
3614,binutils,CVE-2017-16826,debian:9,#MAXV#
3615,binutils,CVE-2018-18607,debian:9,#MAXV#
3616,binutils,CVE-2017-12458,debian:9,#MAXV#
3617,binutils,CVE-2017-12452,debian:9,#MAXV#
3618,binutils,CVE-2018-13033,debian:9,#MAXV#
3619,binutils,CVE-2018-6323,debian:9,#MAXV#
3620,binutils,CVE-2018-10535,debian:9,#MAXV#
3621,binutils,CVE-2017-12459,debian:9,#MAXV#
