,Unnamed: 0,index,Package,Vulnerability,OS,Package_Version,OS_base_name,Date_Reported,Date_Fixed,Days_For_Fix
264,1009,1009,subversion,CVE-2013-2088,debian:unstable,1.7.5-1,debian,2013-06-04,,
265,1010,1010,subversion,CVE-2014-3522,debian:unstable,1.8.10-1,debian,2014-08-11,,
266,1011,1011,subversion,CVE-2010-3315,debian:unstable,1.6.12dfsg-2,debian,2010-10-02,,
267,1012,1012,subversion,CVE-2011-0715,debian:unstable,1.6.16dfsg-1,debian,2011-03-04,,
268,1013,1013,subversion,CVE-2014-3580,debian:unstable,1.8.10-5,debian,2014-05-04,2015-04-04,335.0
269,1014,1014,subversion,CVE-2015-0248,debian:unstable,1.8.10-6,debian,2015-04-07,2015-05-28,51.0
270,1015,1015,subversion,CVE-2011-1921,debian:unstable,1.6.17dfsg-1,debian,2011-06-02,,
271,1016,1016,subversion,CVE-2004-0749,debian:unstable,1.0.9-2,debian,2004-09-23,,
272,1017,1017,subversion,CVE-2009-2411,debian:unstable,1.6.4dfsg-1,debian,2009-08-06,,
273,1019,1019,subversion,CVE-2015-0202,debian:unstable,1.8.10-6,debian,2015-04-14,2015-05-28,44.0
274,1020,1020,subversion,CVE-2004-1438,debian:unstable,1.0.6-1,debian,2004-07-26,,
275,1021,1021,subversion,CVE-2013-1884,debian:unstable,1.7.9-1,debian,2013-04-04,,
276,1022,1022,subversion,CVE-2011-1752,debian:unstable,1.6.17dfsg-1,debian,2011-06-02,,
277,1023,1023,subversion,CVE-2016-2167,debian:unstable,1.9.4-1,debian,2016-04-29,2016-08-01,94.0
278,1024,1024,subversion,CVE-2015-0251,debian:unstable,1.8.10-6,debian,2015-04-03,2015-05-28,55.0
279,1025,1025,subversion,CVE-2011-1783,debian:unstable,1.6.17dfsg-1,debian,2011-06-02,,
280,1026,1026,subversion,CVE-2004-0397,debian:unstable,1.0.3-1,debian,2004-05-19,,
281,1027,1027,subversion,CVE-2013-1846,debian:unstable,1.7.9-1,debian,2013-04-04,,
282,1028,1028,subversion,CVE-2013-4558,debian:unstable,1.7.14-1,debian,2013-11-25,,
283,1029,1029,subversion,CVE-2016-8734,debian:unstable,1.9.5-1,debian,2016-11-30,2017-10-07,311.0
284,1031,1031,subversion,CVE-2013-4131,debian:unstable,1.7.13-1,debian,2013-07-25,,
285,1032,1032,subversion,CVE-2013-7393,debian:unstable,1.8.5-1,debian,2014-07-28,,
286,1033,1033,subversion,CVE-2014-0032,debian:unstable,1.8.8-1,debian,2014-01-10,,
287,1034,1034,subversion,CVE-2013-1968,debian:unstable,1.7.9-1+nmu2,debian,2013-06-04,,
288,1035,1035,subversion,CVE-2013-1847,debian:unstable,1.7.9-1,debian,2013-04-04,,
289,1036,1036,subversion,CVE-2007-2448,debian:unstable,1.4.4dfsg1-1,debian,2007-05-02,,
290,1037,1037,subversion,CVE-2013-4505,debian:unstable,1.7.14-1,debian,2013-11-25,,
291,1262,1262,subversion,ELSA-2015-1633,oracle:6,0:1.6.11-15.el6_7,oracle,,,
292,1263,1263,subversion,ELSA-2014-0255,oracle:6,0:1.6.11-10.el6_5,oracle,,,
293,1264,1264,subversion,ELSA-2013-0737,oracle:6,0:1.6.11-9.el6_4,oracle,,,
294,1265,1265,subversion,ELSA-2011-0862,oracle:6,0:1.6.11-2.el6_1.4,oracle,,,
295,1266,1266,subversion,ELSA-2011-0328,oracle:6,0:1.6.11-2.el6_0.3,oracle,,,
296,1267,1267,subversion,ELSA-2011-0258,oracle:6,0:1.6.11-2.el6_0.2,oracle,,,
297,1268,1268,subversion,ELSA-2015-0165,oracle:6,0:1.6.11-12.el6_6,oracle,,,
298,1270,1270,subversion,ELSA-2011-0257,oracle:5,0:1.6.11-7.el5_6.1,oracle,,,
299,1272,1272,subversion,ELSA-2009-1203,oracle:5,0:1.4.2-4.0.1.el5_3.1,oracle,,,
300,1273,1273,subversion,ELSA-2011-0327,oracle:5,0:1.6.11-7.el5_6.3,oracle,,,
301,1275,1275,subversion,ELSA-2017-2480,oracle:7,0:1.7.14-11.el7_4,oracle,,,
302,1276,1276,subversion,ELSA-2015-1742,oracle:7,0:1.7.14-7.el7_1.1,oracle,,,
303,1277,1277,subversion,ELSA-2015-0166,oracle:7,0:1.7.14-7.el7_0,oracle,,,
304,1278,1278,subversion,ELSA-2019-2512,oracle:8,0:1.10.2-2.module+el8.0.0+5251+b51029f7,oracle,,,
305,1279,1279,subversion,RHSA-2011:0328,centos:6,0:1.6.11-2.el6_0.3,centos,2011-03-04,,
306,1280,1280,subversion,RHSA-2015:0165,centos:6,0:1.6.11-12.el6_6,centos,2014-05-04,,
307,1281,1281,subversion,RHSA-2013:0737,centos:6,0:1.6.11-9.el6_4,centos,2013-04-04,,
308,1282,1282,subversion,RHSA-2011:0258,centos:6,0:1.6.11-2.el6_0.2,centos,2011-01-02,,
309,1283,1283,subversion,RHSA-2014:0255,centos:6,0:1.6.11-10.el6_5,centos,2013-06-04,,
310,1284,1284,subversion,RHSA-2011:0862,centos:6,0:1.6.11-2.el6_1.4,centos,2011-06-02,,
311,1285,1285,subversion,RHSA-2015:1633,centos:6,0:1.6.11-15.el6_7,centos,,,
312,1286,1286,subversion,RHSA-2019:2512,centos:8,0:1.10.2-2.module+el8.0.0+3900+919b6753,centos,,,
313,1287,1287,subversion,RHSA-2015:1742,centos:7,0:1.7.14-7.el7_1.1,centos,,,
314,1288,1288,subversion,RHSA-2017:2480,centos:7,0:1.7.14-11.el7_4,centos,,,
315,1289,1289,subversion,RHSA-2015:0166,centos:7,0:1.7.14-7.el7_0,centos,2014-10-10,,
316,1291,1291,subversion,RHSA-2011:0327,centos:5,0:1.6.11-7.el5_6.3,centos,2011-03-04,,
317,1294,1294,subversion,RHSA-2009:1203,centos:5,0:1.4.2-4.el5_3.1,centos,2009-08-06,,
318,1295,1295,subversion,RHSA-2011:0257,centos:5,0:1.6.11-7.el5_6.1,centos,2011-01-02,,
319,1296,1296,byobu,CVE-2019-7306,debian:unstable,#MAXV#,debian,,,
320,1304,1304,dpkg,CVE-2014-0471,debian:unstable,1.17.8,debian,2014-04-28,,
321,1305,1305,dpkg,CVE-2004-2768,debian:unstable,1.10.19,debian,2010-06-14,,
322,1306,1306,dpkg,CVE-2005-2096,debian:unstable,1.13.11,debian,2005-07-21,,
323,1307,1307,dpkg,CVE-2011-0402,debian:unstable,1.15.8.8,debian,2011-01-06,,
324,1308,1308,dpkg,CVE-2014-3864,debian:unstable,1.17.10,debian,2014-05-25,2015-05-31,371.0
325,1309,1309,dpkg,CVE-2017-8283,debian:unstable,1.18.24,debian,2017-04-20,2018-02-04,290.0
326,1310,1310,dpkg,CVE-2014-3865,debian:unstable,1.17.10,debian,2014-05-25,2015-05-31,371.0
327,1311,1311,dpkg,CVE-2015-0840,debian:unstable,1.17.25,debian,2015-01-07,2015-06-14,158.0
328,1312,1312,dpkg,CVE-2014-3227,debian:unstable,1.17.9,debian,2014-04-29,,
329,1313,1313,dpkg,CVE-2014-8625,debian:unstable,1.17.22,debian,2014-11-06,,
330,1314,1314,dpkg,CVE-2010-1679,debian:unstable,1.15.8.8,debian,2011-01-06,,
331,1315,1315,dpkg,CVE-2015-0860,debian:unstable,1.18.4,debian,2015-01-07,2016-07-19,559.0
332,1316,1316,dpkg,CVE-2014-3127,debian:unstable,1.17.9,debian,2014-04-29,,
333,1317,1317,dpkg,CVE-2010-0396,debian:unstable,1.15.6,debian,2010-03-15,,
334,1385,1385,libstdc++,ELSA-2018-0849,oracle:7,0:4.8.5-28.0.1.el7,oracle,,,
335,1386,1386,libstdc++,ELSA-2011-0025,oracle:5,0:4.1.2-50.el5,oracle,,,
336,1387,1387,libstdc++,ELSA-2010-0039,oracle:5,0:4.1.2-46.el5_4.2,oracle,,,
337,1388,1388,libstdc++,RHSA-2011:0025,centos:5,0:4.1.2-50.el5,centos,2010-06-08,,
338,1389,1389,libstdc++,RHSA-2010:0039,centos:5,0:4.1.2-46.el5_4.2,centos,2009-11-25,,
339,1390,1390,libstdc++,RHSA-2018:0849,centos:7,0:4.8.5-28.el7,centos,,,
340,1391,1391,unzip,CVE-2016-9844,alpine:v3.6,6.0-r3,alpine,2016-12-05,,
341,1392,1392,unzip,CVE-2014-8140,alpine:v3.6,6.0-r3,alpine,2014-12-22,,
342,1393,1393,unzip,CVE-2014-9913,alpine:v3.6,6.0-r3,alpine,2014-11-03,,
343,1394,1394,unzip,CVE-2014-9636,alpine:v3.6,6.0-r3,alpine,2015-01-20,,
344,1395,1395,unzip,CVE-2014-8141,alpine:v3.6,6.0-r3,alpine,2014-12-22,,
345,1396,1396,unzip,CVE-2015-7696,alpine:v3.6,6.0-r1,alpine,2015-10-11,,
346,1397,1397,unzip,CVE-2014-8139,alpine:v3.6,6.0-r3,alpine,2014-12-22,,
347,1398,1398,unzip,CVE-2018-1000035,alpine:v3.6,6.0-r3,alpine,2017-02-07,,
348,1399,1399,unzip,CVE-2015-7697,alpine:v3.6,6.0-r1,alpine,2015-10-11,,
349,1445,1445,unzip,CVE-2005-4667,debian:10,5.52-7,debian,2005-12-19,,
350,1446,1446,unzip,CVE-2018-18384,debian:10,6.0-11,debian,2018-10-16,2014-04-30,1630.0
351,1448,1448,unzip,CVE-2019-13232,debian:10,#MAXV#,debian,2018-10-16,,
352,1450,1450,unzip,CVE-2005-0602,debian:10,5.52-1,debian,2005-02-28,,
353,1458,1458,unzip,CVE-2003-0282,debian:10,5.50-3,debian,2003-05-09,,
354,1459,1459,unzip,CVE-2005-2475,debian:10,5.52-4,debian,2008-03-17,,
355,1460,1460,unzip,CVE-2008-0888,debian:10,5.52-11,debian,2008-03-17,,
356,1516,1516,unzip,CVE-2015-1315,ubuntu:12.04,6.0-4ubuntu2.3,ubuntu,2015-02-17,2015-10-29,254.0
357,1547,1547,unzip,ELSA-2019-2159,oracle:7,0:6.0-20.el7,oracle,,,
358,1548,1548,unzip,ELSA-2015-0700,oracle:7,0:6.0-15.el7,oracle,,,
359,1550,1550,unzip,RHSA-2015:0700,centos:6,0:6.0-2.el6_6,centos,2014-12-22,,
360,1551,1551,unzip,RHSA-2019:2159,centos:7,0:6.0-20.el7,centos,,,
361,1553,1553,npm,CVE-2016-3956,debian:unstable,5.8.0+ds-2,debian,2016-03-31,2018-09-17,900.0
362,1554,1554,npm,CVE-2013-4116,debian:unstable,1.3.10~dfsg-1,debian,2013-08-13,2014-03-06,205.0
363,1561,1561,npm,RHSA-2019:2925,centos:8,1:6.9.0-1.10.16.3.2.module+el8.0.0+4214+49953fda,centos,,,
364,1562,1562,openssl,CVE-2016-2179,alpine:v3.8,1.0.2h-r3,alpine,2016-08-25,,
365,1563,1563,openssl,CVE-2016-6304,alpine:v3.8,1.0.2i-r0,alpine,2016-09-22,,
366,1564,1564,openssl,CVE-2016-2105,alpine:v3.8,1.0.2h-r0,alpine,2016-05-03,,
367,1565,1565,openssl,CVE-2016-6303,alpine:v3.8,1.0.2h-r3,alpine,2016-09-16,,
368,1566,1566,openssl,CVE-2016-2182,alpine:v3.8,1.0.2h-r3,alpine,2016-08-25,,
369,1567,1567,openssl,CVE-2016-2180,alpine:v3.8,1.0.2h-r2,alpine,2016-07-26,,
370,1568,1568,openssl,CVE-2019-1559,alpine:v3.8,1.0.2r-r0,alpine,2019-02-26,,
371,1569,1569,openssl,CVE-2018-0739,alpine:v3.8,1.0.2o-r0,alpine,2018-03-27,,
372,1570,1570,openssl,CVE-2016-6306,alpine:v3.8,1.0.2i-r0,alpine,2016-09-22,,
373,1571,1571,openssl,CVE-2016-2176,alpine:v3.8,1.0.2h-r0,alpine,2016-05-03,,
374,1572,1572,openssl,CVE-2017-3736,alpine:v3.8,1.0.2m-r0,alpine,2018-01-30,,
375,1573,1573,openssl,CVE-2017-3737,alpine:v3.8,1.0.2n-r0,alpine,2017-12-07,,
376,1574,1574,openssl,CVE-2018-5407,alpine:v3.8,1.0.2q-r0,alpine,2018-11-02,,
377,1575,1575,openssl,CVE-2016-2106,alpine:v3.8,1.0.2h-r0,alpine,2016-05-03,,
378,1576,1576,openssl,CVE-2016-2181,alpine:v3.8,1.0.2h-r4,alpine,2016-08-25,,
379,1577,1577,openssl,CVE-2017-3735,alpine:v3.8,1.0.2m-r0,alpine,2017-08-28,,
380,1578,1578,openssl,CVE-2016-2177,alpine:v3.8,1.0.2h-r1,alpine,2016-06-03,,
381,1579,1579,openssl,CVE-2018-0732,alpine:v3.8,1.0.2o-r1,alpine,2018-06-12,,
382,1580,1580,openssl,CVE-2016-2178,alpine:v3.8,1.0.2h-r1,alpine,2016-06-08,,
383,1581,1581,openssl,CVE-2018-0734,alpine:v3.8,1.0.2q-r0,alpine,2018-10-30,,
384,1582,1582,openssl,CVE-2016-2183,alpine:v3.8,1.0.2i-r0,alpine,2016-08-24,,
385,1583,1583,openssl,CVE-2016-6302,alpine:v3.8,1.0.2h-r3,alpine,2016-09-16,,
386,1584,1584,openssl,CVE-2018-0737,alpine:v3.8,1.0.2o-r2,alpine,2018-04-16,,
387,1585,1585,openssl,CVE-2016-2109,alpine:v3.8,1.0.2h-r0,alpine,2016-05-03,,
388,1586,1586,openssl,CVE-2016-2107,alpine:v3.8,1.0.2h-r0,alpine,2016-05-03,,
389,1587,1587,openssl,CVE-2018-0733,alpine:v3.8,1.0.2o-r0,alpine,2018-03-27,,
390,1588,1588,openssl,CVE-2017-3738,alpine:v3.8,1.0.2o-r0,alpine,2017-12-07,,
391,1621,1621,openssl,CVE-2017-3732,alpine:v3.4,1.0.2k-r0,alpine,2017-01-26,,
392,1623,1623,openssl,CVE-2017-3731,alpine:v3.4,1.0.2k-r0,alpine,2017-01-26,,
393,1633,1633,openssl,CVE-2016-7052,alpine:v3.4,1.0.2j-r0,alpine,2016-09-26,,
394,1638,1638,openssl,CVE-2016-7055,alpine:v3.4,1.0.2k-r0,alpine,2016-11-10,,
395,1722,1722,openssl,CVE-2019-1543,alpine:v3.9,1.1.1b-r1,alpine,2019-03-06,,
396,1723,1723,openssl,CVE-2018-0735,alpine:v3.9,1.1.1a-r0,alpine,2018-10-29,,
397,1727,1727,openssl,CVE-2014-0224,debian:9,1.0.1h-1,debian,2014-06-05,,
398,1728,1728,openssl,CVE-2009-3555,debian:9,0.9.8k-6,debian,2009-11-04,,
399,1729,1729,openssl,CVE-2014-3572,debian:9,1.0.1k-1,debian,2015-01-08,,
400,1731,1731,openssl,CVE-2016-0701,debian:9,1.0.2f-2,debian,2016-01-28,,
401,1732,1732,openssl,CVE-2005-2969,debian:9,0.9.8-3,debian,2005-10-11,,
402,1733,1733,openssl,CVE-2011-0014,debian:9,0.9.8o-5,debian,2011-02-08,,
403,1734,1734,openssl,CVE-2015-3193,debian:9,1.0.2e-1,debian,2015-12-03,,
404,1736,1736,openssl,CVE-2016-0703,debian:9,1.0.0c-2,debian,2016-03-01,,
405,1737,1737,openssl,CVE-2003-0545,debian:9,0.9.7c,debian,2003-09-30,,
406,1738,1738,openssl,CVE-2007-6755,debian:9,#MAXV#,debian,2013-09-19,,
407,1739,1739,openssl,CVE-2009-4355,debian:9,0.9.8k-8,debian,2010-01-15,,
408,1741,1741,openssl,CVE-2016-7053,debian:9,1.1.0c-1,debian,2016-11-10,2016-11-22,12.0
409,1742,1742,openssl,CVE-2016-0799,debian:9,1.0.2g-1,debian,2016-03-01,,
410,1743,1743,openssl,CVE-2002-0655,debian:9,0.9.6e-1,debian,2002-07-30,,
411,1744,1744,openssl,CVE-2006-2937,debian:9,0.9.8c-2,debian,2006-09-28,,
412,1745,1745,openssl,CVE-2008-0891,debian:9,0.9.8g-10.1,debian,2008-05-28,,
413,1748,1748,openssl,CVE-2016-7054,debian:9,1.1.0c-1,debian,2016-11-10,2016-11-22,12.0
414,1749,1749,openssl,CVE-2014-3569,debian:9,1.0.1k-1,debian,2015-01-08,,
415,1752,1752,openssl,CVE-2003-0078,debian:9,0.9.7a-1,debian,2003-02-19,,
416,1753,1753,openssl,CVE-2011-5095,debian:9,0.9.8a-1,debian,2012-06-20,,
417,1754,1754,openssl,CVE-2014-3508,debian:9,1.0.1i-1,debian,2014-08-06,,
418,1755,1755,openssl,CVE-2006-4339,debian:9,0.9.8b-3,debian,2006-09-05,,
419,1756,1756,openssl,CVE-2015-7575,debian:9,1.0.1f-1,debian,2016-01-06,,
420,1757,1757,openssl,CVE-2014-5139,debian:9,1.0.1i-1,debian,2014-08-06,,
421,1758,1758,openssl,CVE-2005-2946,debian:9,0.9.8-1,debian,2005-09-09,,
422,1759,1759,openssl,CVE-2012-2110,debian:9,1.0.1a-1,debian,2012-04-19,,
423,1760,1760,openssl,CVE-2014-0198,debian:9,1.0.1g-4,debian,2014-05-05,,
424,1761,1761,openssl,CVE-2014-3566,debian:9,1.0.1j-1,debian,2014-10-14,,
425,1762,1762,openssl,CVE-2008-1672,debian:9,0.9.8g-10.1,debian,2008-05-28,,
426,1763,1763,openssl,CVE-2003-0131,debian:9,0.9.7b-1,debian,2003-03-19,,
427,1764,1764,openssl,CVE-2014-3567,debian:9,1.0.1j-1,debian,2014-10-15,,
428,1766,1766,openssl,CVE-2015-0292,debian:9,1.0.1h-1,debian,2015-03-19,,
429,1767,1767,openssl,CVE-2014-3505,debian:9,1.0.1i-1,debian,2014-08-06,,
430,1768,1768,openssl,CVE-2016-0705,debian:9,1.0.2g-1,debian,2016-03-01,,
431,1769,1769,openssl,CVE-2015-0209,debian:9,1.0.1k-2,debian,2015-03-19,,
432,1770,1770,openssl,CVE-2009-1386,debian:9,0.9.8k-1,debian,2009-04-23,,
433,1771,1771,openssl,CVE-2006-2940,debian:9,0.9.8c-2,debian,2006-09-28,,
434,1772,1772,openssl,CVE-2015-0287,debian:9,1.0.1k-2,debian,2015-03-19,,
435,1773,1773,openssl,CVE-2011-4619,debian:9,1.0.0h-1,debian,2012-01-04,,
436,1774,1774,openssl,CVE-2010-0740,debian:9,0.9.8n-1,debian,2010-03-24,,
437,1776,1776,openssl,CVE-2013-6449,debian:9,1.0.1e-5,debian,2013-12-22,,
438,1777,1777,openssl,CVE-2015-1792,debian:9,1.0.2b-1,debian,2015-06-11,,
439,1778,1778,openssl,CVE-2010-5298,debian:9,1.0.1g-3,debian,2014-04-18,,
440,1780,1780,openssl,CVE-2014-3570,debian:9,1.0.1k-1,debian,2015-01-08,,
441,1781,1781,openssl,CVE-2015-0206,debian:9,1.0.1k-1,debian,2015-01-08,,
442,1783,1783,openssl,CVE-2007-3108,debian:9,0.9.8e-6,debian,2007-08-01,,
443,1785,1785,openssl,CVE-2008-5077,debian:9,0.9.8g-15,debian,2009-01-07,,
444,1786,1786,openssl,CVE-2010-4180,debian:9,0.9.8o-4,debian,2010-12-02,,
445,1787,1787,openssl,CVE-2002-0659,debian:9,0.9.6e-1,debian,2002-07-30,,
446,1788,1788,openssl,CVE-2010-2939,debian:9,0.9.8o-2,debian,2010-07-07,,
447,1789,1789,openssl,CVE-2013-0169,debian:9,1.0.1e-1,debian,2013-02-06,,
448,1791,1791,openssl,CVE-2009-3245,debian:9,0.9.8m-1,debian,2010-03-03,,
449,1792,1792,openssl,CVE-2015-3195,debian:9,1.0.2e-1,debian,2015-12-04,,
450,1793,1793,openssl,CVE-2017-3733,debian:9,1.1.0e-1,debian,2017-02-16,2017-05-20,93.0
451,1794,1794,openssl,CVE-2006-4343,debian:9,0.9.8c-2,debian,2006-09-28,,
452,1796,1796,openssl,CVE-2004-0081,debian:9,0.9.6d-1,debian,2004-03-17,,
453,1797,1797,openssl,CVE-2012-0050,debian:9,1.0.0g-1,debian,2012-01-18,,
454,1798,1798,openssl,CVE-2015-1794,debian:9,1.0.2e-1,debian,2015-12-03,,
455,1800,1800,openssl,CVE-2012-1165,debian:9,1.0.0h-1,debian,2012-03-12,,
456,1801,1801,openssl,CVE-2008-7270,debian:9,0.9.8k-1,debian,2010-12-02,,
457,1802,1802,openssl,CVE-2007-5135,debian:9,0.9.8e-9,debian,2007-09-27,,
458,1803,1803,openssl,CVE-2015-0205,debian:9,1.0.1k-1,debian,2015-01-08,,
459,1804,1804,openssl,CVE-2014-3509,debian:9,1.0.1i-1,debian,2014-08-06,,
460,1806,1806,openssl,CVE-2007-4995,debian:9,0.9.8f-1,debian,2007-10-12,,
461,1807,1807,openssl,CVE-2014-3510,debian:9,1.0.1i-1,debian,2014-08-06,,
462,1808,1808,openssl,CVE-2009-2409,debian:9,0.9.8k-4,debian,2009-07-30,,
463,1809,1809,openssl,CVE-2016-0797,debian:9,1.0.2g-1,debian,2016-03-01,,
464,1810,1810,openssl,CVE-2010-0742,debian:9,1.0.0e-1,debian,2010-06-01,,
465,1811,1811,openssl,CVE-2015-1791,debian:9,1.0.2b-1,debian,2015-06-04,,
466,1812,1812,openssl,CVE-2016-0704,debian:9,1.0.0c-2,debian,2016-03-01,,
467,1813,1813,openssl,CVE-2009-1377,debian:9,0.9.8k-1,debian,2009-05-16,,
468,1816,1816,openssl,CVE-2003-0147,debian:9,0.9.7b-1,debian,2003-03-13,,
469,1817,1817,openssl,CVE-2002-0656,debian:9,0.9.6e-1,debian,2002-07-30,,
470,1818,1818,openssl,CVE-2012-0884,debian:9,1.0.0h-1,debian,2012-03-12,,
471,1819,1819,openssl,CVE-2004-0975,debian:9,0.9.7e-3,debian,2004-09-30,,
472,1820,1820,openssl,CVE-2014-3571,debian:9,1.0.1k-1,debian,2015-01-08,,
473,1821,1821,openssl,CVE-2015-0289,debian:9,1.0.1k-2,debian,2015-03-19,,
474,1822,1822,openssl,CVE-2013-0166,debian:9,1.0.1e-1,debian,2013-02-06,,
475,1823,1823,openssl,CVE-2009-5146,debian:9,0.9.8k-1,debian,2015-03-16,,
476,1824,1824,openssl,CVE-2011-3207,debian:9,1.0.0e-1,debian,2011-09-06,,
477,1825,1825,openssl,CVE-2014-0076,debian:9,1.0.1g-1,debian,2014-02-24,,
478,1826,1826,openssl,CVE-2017-3730,debian:9,1.1.0d-1,debian,2017-01-26,2017-01-31,5.0
479,1827,1827,openssl,CVE-2013-4353,debian:9,1.0.1f-1,debian,2014-01-06,,
480,1828,1828,openssl,CVE-2015-0286,debian:9,1.0.1k-2,debian,2015-03-19,,
481,1829,1829,openssl,CVE-2015-4000,debian:9,1.0.2b-1,debian,2015-05-20,,
482,1830,1830,openssl,CVE-2010-0928,debian:9,#MAXV#,debian,2010-03-04,,
483,1832,1832,openssl,CVE-2000-1254,debian:9,0.9.6-1,debian,2016-05-04,,
484,1834,1834,openssl,CVE-2009-1379,debian:9,0.9.8k-1,debian,2009-05-11,,
485,1836,1836,openssl,CVE-2016-0702,debian:9,1.0.2g-1,debian,2016-03-01,,
486,1837,1837,openssl,CVE-2015-0204,debian:9,1.0.1k-1,debian,2015-01-08,,
487,1838,1838,openssl,CVE-2012-2686,debian:9,1.0.1e-1,debian,2013-02-06,,
488,1839,1839,openssl,CVE-2016-8610,debian:9,1.0.2j-1,debian,2016-10-25,2017-01-25,92.0
489,1840,1840,openssl,CVE-2015-1790,debian:9,1.0.2b-1,debian,2015-06-11,,
490,1841,1841,openssl,CVE-2009-1387,debian:9,0.9.8k-2,debian,2009-05-11,,
491,1842,1842,openssl,CVE-2016-7056,debian:9,1.0.2a-1,debian,2017-01-10,,
492,1844,1844,openssl,CVE-2012-4929,debian:9,1.0.1e-5,debian,2012-09-25,,
493,1845,1845,openssl,CVE-2015-0288,debian:9,1.0.1k-2,debian,2015-03-19,,
494,1846,1846,openssl,CVE-2004-0112,debian:9,0.9.7d-1,debian,2004-03-17,,
495,1847,1847,openssl,CVE-2012-0027,debian:9,1.0.0f-1,debian,2012-01-04,,
496,1848,1848,openssl,CVE-2011-4108,debian:9,1.0.0f-1,debian,2012-01-04,,
497,1849,1849,openssl,CVE-2004-0079,debian:9,0.9.7d-1,debian,2004-03-17,,
498,1850,1850,openssl,CVE-2014-0221,debian:9,1.0.1h-1,debian,2014-06-05,,
499,1851,1851,openssl,CVE-2015-1788,debian:9,1.0.2b-1,debian,2015-06-11,,
500,1852,1852,openssl,CVE-2014-3506,debian:9,1.0.1i-1,debian,2014-08-06,,
501,1854,1854,openssl,CVE-2009-1378,debian:9,0.9.8k-1,debian,2009-05-16,,
502,1855,1855,openssl,CVE-2015-3197,debian:9,1.0.0c-2,debian,2016-01-28,,
503,1856,1856,openssl,CVE-2011-4109,debian:9,1.0.0c-1,debian,2012-01-04,,
504,1857,1857,openssl,CVE-2014-3568,debian:9,1.0.1j-1,debian,2014-10-15,,
505,1858,1858,openssl,CVE-2014-3512,debian:9,1.0.1i-1,debian,2014-08-06,,
506,1859,1859,openssl,CVE-2015-1793,debian:9,1.0.2d-1,debian,2015-07-09,,
507,1860,1860,openssl,CVE-2011-3210,debian:9,1.0.0e-1,debian,2011-09-06,,
508,1861,1861,openssl,CVE-2008-0166,debian:9,0.9.8g-9,debian,2008-05-13,,
509,1862,1862,openssl,CVE-2011-4577,debian:9,1.0.0f-1,debian,2012-01-04,,
510,1865,1865,openssl,CVE-2011-4354,debian:9,0.9.8o-4squeeze3,debian,2011-09-06,,
511,1868,1868,openssl,CVE-2014-3507,debian:9,1.0.1i-1,debian,2014-08-06,,
512,1869,1869,openssl,CVE-2009-0653,debian:9,0.9.8-1,debian,2002-08-05,,
513,1870,1870,openssl,CVE-2014-3470,debian:9,1.0.1h-1,debian,2014-06-05,,
514,1871,1871,openssl,CVE-2002-0657,debian:9,0.9.6e-1,debian,2002-07-30,,
515,1872,1872,openssl,CVE-2014-3513,debian:9,1.0.1j-1,debian,2014-10-15,,
516,1873,1873,openssl,CVE-2014-0195,debian:9,1.0.1h-1,debian,2014-06-05,,
517,1874,1874,openssl,CVE-2015-1789,debian:9,1.0.2b-1,debian,2015-06-11,,
518,1875,1875,openssl,CVE-2014-8176,debian:9,1.0.1h-1,debian,2015-06-11,,
519,1876,1876,openssl,CVE-2002-1568,debian:9,0.9.6g-1,debian,2003-10-02,,
520,1877,1877,openssl,CVE-2006-7250,debian:9,1.0.0h-1,debian,2012-02-10,,
521,1879,1879,openssl,CVE-2014-8275,debian:9,1.0.1k-1,debian,2015-01-08,,
522,1880,1880,openssl,CVE-2014-0160,debian:9,1.0.1g-1,debian,2014-04-07,,
523,1881,1881,openssl,CVE-2003-0544,debian:9,0.9.7c,debian,2003-09-23,,
524,1882,1882,openssl,CVE-2006-3738,debian:9,0.9.8c-2,debian,2006-09-28,,
525,1883,1883,openssl,CVE-2010-3864,debian:9,0.9.8o-3,debian,2010-11-16,,
526,1885,1885,openssl,CVE-2016-2842,debian:9,1.0.2g-1,debian,2016-03-01,,
527,1886,1886,openssl,CVE-2016-0800,debian:9,1.0.0c-2,debian,2016-03-01,,
528,1887,1887,openssl,CVE-2003-0543,debian:9,0.9.7c,debian,2003-09-30,,
529,1888,1888,openssl,CVE-2015-3196,debian:9,1.0.2d-1,debian,2015-12-03,,
530,1889,1889,openssl,CVE-2011-1945,debian:9,1.0.0e-1,debian,2011-05-17,,
531,1890,1890,openssl,CVE-2014-3511,debian:9,1.0.1i-1,debian,2014-08-06,,
532,1891,1891,openssl,CVE-2012-2333,debian:9,1.0.1c-1,debian,2012-05-10,,
533,1893,1893,openssl,CVE-2009-0590,debian:9,0.9.8g-16,debian,2009-03-25,,
534,1894,1894,openssl,CVE-2016-2108,debian:9,1.0.2c-1,debian,2016-05-03,,
535,1895,1895,openssl,CVE-2015-0293,debian:9,1.0.0c-2,debian,2015-03-19,,
536,1896,1896,openssl,CVE-2016-0798,debian:9,1.0.2g-1,debian,2016-03-01,,
537,1898,1898,openssl,CVE-2015-3194,debian:9,1.0.2e-1,debian,2015-12-03,,
538,1899,1899,openssl,CVE-2013-6450,debian:9,1.0.1e-5,debian,2013-12-22,,
